,0,1,2
0,0.4545493543820514,0.20736991120072068,0.3380807344172279
1,0.3595267526046265,0.26099240685149216,0.3794808405438813
2,0.4560065864833906,0.34693585337915234,0.19705756013745704
3,0.4340283683118473,0.21902105513792985,0.3469505765502228
4,0.34906926956711054,0.2797271308828332,0.3712035995500562
5,0.29578115613881056,0.2763735502056282,0.4278452936555612
6,0.42087286527514234,0.36018630326030704,0.21894083146455062
7,0.09019419033862944,0.5716979618038838,0.33810784785748677
8,0.28598392596200684,0.48843156356551387,0.2255845104724793
9,0.17215949335444355,0.3554435231865339,0.47239698345902253
