,0,1,2
0,0.3331045429196517,0.46192784522328517,0.2049676118570632
1,0.21070987109306022,0.3955059155924422,0.3937842133144976
2,0.4522479954180985,0.206758304696449,0.3409936998854525
3,0.22504166808394843,0.43052484778393824,0.34443348413211333
4,0.28843571972858234,0.3683007366014732,0.3432635436699445
5,0.40566517258906704,0.27923848251005035,0.31509634490088256
6,0.2011040193203381,0.44464378126617216,0.35425219941348973
7,0.33899053121489325,0.5696116193227412,0.0913978494623656
8,0.3975888943010229,0.34945811008280564,0.25295299561617146
9,0.334861047456356,0.463855672680305,0.20128327986333902
