,0,1,2,3
0,0.3059928788983742,0.19831839045943975,0.21414782720604006,0.281540903436146
1,0.30950909411972455,0.2085025604803108,0.20841426805580082,0.2735740773441639
2,0.17457760595647193,0.4286225658648339,0.19061426116838487,0.20618556701030927
3,0.2896016871322154,0.15963127997550938,0.24691316031157523,0.3038538725807
4,0.24924706992271128,0.2597699481113248,0.22994303131463406,0.2610399506513299
5,0.2608474654590823,0.33501224527517215,0.1816459498174761,0.2224943394482695
6,0.22991202346041056,0.20203553562187337,0.30522684146972573,0.26282559944799033
7,0.34035467822179427,0.2889584336382603,0.2831808698443268,0.08750601829561869
8,0.15790915733073552,0.30720287384315637,0.3465051144666342,0.18838285435947394
9,0.39219199200033333,0.3204449814591059,0.15107703845673098,0.13628598808382983
