,0,1,2,3
0,0.19428595941830037,0.228003946634636,0.277422675989876,0.3002874179571876
1,0.2870386720819354,0.28871622814762493,0.19212431573371005,0.23212078403672964
2,0.4050687285223368,0.20010022909507447,0.20124570446735396,0.19358533791523483
3,0.2765740331303786,0.28102996700568045,0.2757236640702065,0.16667233579373447
4,0.2770782684422512,0.2882180050074386,0.2261693094814761,0.20853441706883413
5,0.21556305161499006,0.21560926020054527,0.267131833094589,0.3016958550898757
6,0.24757633258582026,0.18937381404174572,0.312989477315853,0.250060376056581
7,0.36009468785106724,0.08899053121489328,0.26095329802599904,0.28996148290804047
8,0.17355698977106673,0.3385289819775938,0.2948124695567462,0.19310155869459328
9,0.42139910837048455,0.1237448439648348,0.15028540477480104,0.30457064288987956
