,0,1,2,3,4
0,0.217708378018961,0.2180944618420488,0.19218394749260007,0.1902106301745957,0.18180258247179443
1,0.17587850962387427,0.15901465654246866,0.19759844605332863,0.22474836659014658,0.2427600211901819
2,0.20940721649484537,0.13645475372279495,0.1953393470790378,0.20239117983963345,0.2564075028636884
3,0.22476954998469337,0.16986972345998164,0.17469981972175924,0.19303377665907004,0.23762713017449574
4,0.2091875612322653,0.20338183533509924,0.19935411299394026,0.19913639827279656,0.1889400921658986
5,0.3028510697287556,0.16316251559539763,0.12065061688461716,0.21112702740169123,0.20220877038953838
6,0.2337070898740728,0.18682076936346387,0.1417629808521649,0.18016215283767467,0.2575470070726238
7,0.1906596051998074,0.2341116995666827,0.08626223720109132,0.27170598619804204,0.2172604718343765
8,0.2885107160253288,0.2501826595226498,0.1328543594739406,0.15376887481734047,0.1746833901607404
9,0.21249114620224158,0.20349152118661723,0.29944585642264904,0.16307653847756343,0.12149493771092872
