,0,1,2,3
0,0.31204152546008324,0.15580627171721506,0.21890952769078975,0.31324267513191195
1,0.3418682677026311,0.3246070987109306,0.19419918770969452,0.13932544587674378
2,0.36630154639175255,0.16548539518900343,0.2385810423825888,0.2296320160366552
3,0.13150107146501583,0.2874247423381748,0.3732439878907446,0.20783019830606483
4,0.2627816684204797,0.25635908414673975,0.37098588482891254,0.10987336260386807
5,0.31093757220091495,0.19185804722517444,0.11672288711242548,0.38048149346148513
6,0.2954631706054856,0.22642746248059342,0.2598240469208211,0.21828531999309989
7,0.2795297705023271,0.2331487722676938,0.1325629914941422,0.35475846573583697
8,0.16147101802240624,0.3245859717486605,0.11741962981003409,0.3965233804188992
9,0.3951085371442857,0.2509478771717845,0.25303112370317904,0.10091246198075081
