,0,1,2,3
0,0.3023036334777573,0.27750847239500664,0.1947578396465188,0.22543005448071726
1,0.2850520925304609,0.3007681440932368,0.22364471128377186,0.19053505209253047
2,0.22462056128293242,0.2011741122565865,0.1692081901489118,0.4049971363115693
3,0.16776080819075478,0.2931052076601245,0.2602129324126671,0.2789210517364536
4,0.27054682680793934,0.2089335607242643,0.22910845821691644,0.29141115425087993
5,0.21602513747054203,0.3015110207476549,0.21565546878610045,0.2668083729957026
6,0.19027082973952045,0.312437467655684,0.24767983439710195,0.24961186820769363
7,0.08895040924410207,0.36482908040442946,0.2594286631359332,0.28679184721553524
8,0.29889186556259134,0.17014734534827083,0.18944836824159766,0.3415124208475402
9,0.3045289779592517,0.12420315820174159,0.4221074121911587,0.149160451647848
