,0,1,2,3
0,0.2213976234395779,0.2868173823516795,0.193685384582386,0.2980996096263567
1,0.18488433692389192,0.2942345046794985,0.23145859085290482,0.28942256754370477
2,0.39662084765177547,0.1424684994272623,0.2004581901489118,0.2604524627720504
3,0.3064049797612164,0.25565495425014456,0.16187625429436375,0.2760638116942753
4,0.29344315831488804,0.2306687470517798,0.2656119597953482,0.21027613483798396
5,0.21325262233723025,0.2651910725012707,0.22027632734162006,0.3012799778198789
6,0.2422632396066931,0.31447300327755734,0.2486458513023978,0.19461790581335173
7,0.2887177018135131,0.25814476007061465,0.0868640667629594,0.3662734713529129
8,0.3179188991719435,0.18689113492450074,0.16859473940574768,0.3265952264978081
9,0.4146493896087663,0.30461230782050747,0.12528644639806674,0.15545185617265947
