,0,1,2,3
0,0.28583072369267726,0.22006777916005318,0.19389987559521257,0.300201621552057
1,0.18837188769203603,0.28977573724174466,0.288451350874095,0.23340102419212433
2,0.3971935853379152,0.13831615120274915,0.20095933562428409,0.26353092783505155
3,0.2774244021905507,0.26334229055410047,0.16439334671247322,0.2948399605428756
4,0.26945825320222067,0.2107115642802714,0.22914474400377371,0.2906854385137342
5,0.3032669469987524,0.22157016773716556,0.2641282750335012,0.21103461023058084
6,0.24564429877522856,0.24971537001897534,0.3118854579955149,0.19275487321028117
7,0.08754614026640989,0.28619001765366714,0.36803883806772586,0.25822500401219706
8,0.18664758889430103,0.32787384315635654,0.16850340964442279,0.3169751583049196
9,0.3045289779592517,0.15420190825382277,0.4167326361401608,0.12453647764676472
