,0,1,2,3
0,0.2823130710823217,0.1939856720003432,0.309810818926687,0.2138904379906482
1,0.2900406145152746,0.22819177114603567,0.18974042027194066,0.2920271940667491
2,0.4054982817869416,0.19584049255441008,0.20131729667812143,0.1973439289805269
3,0.2884451852103813,0.27932922888533623,0.1684070886764856,0.2638184972277969
4,0.20969556224826735,0.283101709060561,0.2295076018723466,0.2776951268188251
5,0.21560926020054527,0.21380712536389263,0.26699320733792337,0.30359040709763874
6,0.24364326375711576,0.3114369501466276,0.25506296360186304,0.18985682249439365
7,0.3527122452254855,0.29597977852672125,0.26187610335419675,0.08943187289359654
8,0.3409948855333658,0.1720957135898685,0.29462981003409644,0.19227959084266927
9,0.14895212699470856,0.4215241031623682,0.12407816340985792,0.3054456064330653
