,0,1,2,3
0,0.2993007592981854,0.28840461584659605,0.19497233065934538,0.2173222941958732
1,0.2890693978456648,0.29489669786332334,0.22708811583966096,0.18894578845135088
2,0.4014175257731959,0.19673539518900343,0.1432918098510882,0.2585552691867125
3,0.2782407564883159,0.2548726147147862,0.30647300928603016,0.16041361951086772
4,0.2689865379730759,0.28589571464857216,0.23491418411408252,0.2102035632642694
5,0.2641282750335012,0.21302157940945426,0.30335936416986276,0.21949078138718173
6,0.19561842332240814,0.24850784888735553,0.30981542176988097,0.24605830602035536
7,0.2870727010110737,0.2621970791205264,0.36398651901781415,0.08674370085058578
8,0.34062956648806625,0.16475888943010228,0.31438748173404774,0.18022406234778374
9,0.14895212699470856,0.4062747385525603,0.12745302279071705,0.31732011166201407
